50 5
99 66
7 98
97 0
96 38
28 95
7 3
4 94
12 27
93 31
0 92
91 18
0 90
89 31
88 34
87 51
86 48
0 30
7 85
84 24
0 31
8 13
7 83
82 39
68 5
81 3
28 80
78 41
7 79
78 31
50 77
76 16
32 75
8 31
74 18
10 16
73 27
72 41
71 30
70 59
69 0
68 0
32 67
50 66
65 3
64 24
7 63
21 39
14 62
1 61
60 16
22 59
58 3
57 2
21 0
28 0
32 56
10 55
54 39
25 53
4 52
32 51
7 18
50 39
50 0
0 49
28 48
47 27
40 0
4 46
44 3
17 45
44 39
7 39
43 31
42 0
4 41
40 16
9 39
8 38
4 37
36 0
0 16
32 3
4 35
8 34
1 34
4 31
33 24
21 3
4 3
32 5
1 31
28 30
22 29
28 16
17 27
26 0
25 5
10 24
23 0
10 5
22 0
17 18
21 5
0 20
1 18
17 19
15 18
17 3
8 16
4 0
15 0
8 5
14 5
7 13
12 0
7 11
10 0
9 0
4 5
8 0
7 5
6 0
0 5
4 2
0 3
0 2
0 1
1 0
