79 20
1 96
0 95
94 15
93 61
55 92
4 2
24 91
0 90
89 20
88 13
1 59
87 20
86 33
1 50
85 6
1 84
7 45
37 83
3 82
36 81
0 80
79 0
78 45
77 15
22 76
1 75
74 2
11 6
4 73
26 5
66 60
72 33
71 60
0 20
3 0
70 54
69 6
68 40
4 6
0 67
66 17
26 13
65 47
28 33
23 64
28 63
1 62
1 61
1 60
4 50
49 59
3 5
58 9
57 40
14 5
56 52
55 33
1 54
1 17
53 9
14 52
23 17
4 51
7 50
49 0
0 5
11 48
7 17
23 47
46 0
1 38
1 45
44 38
14 43
0 42
41 16
4 40
4 39
4 38
37 8
36 6
1 35
34 6
1 33
3 32
28 6
11 31
30 16
23 29
28 17
23 8
27 5
26 17
7 18
3 6
4 25
24 6
23 5
22 20
3 9
0 21
4 5
1 20
7 15
1 19
0 18
7 9
7 1
1 2
7 5
0 6
4 17
1 16
12 15
14 0
3 13
12 0
11 9
3 10
4 9
1 8
7 0
1 6
1 5
4 0
3 2
0 2
0 1
1 0
