0 91
2 90
89 0
88 86
37 0
87 62
37 83
47 42
49 86
4 59
17 9
85 31
1 19
84 5
79 83
13 18
82 22
81 42
14 32
28 80
79 7
1 40
1 54
53 78
14 77
76 32
75 7
64 32
4 74
73 38
0 72
71 15
16 23
16 0
1 70
1 69
28 42
28 8
68 0
4 67
16 66
65 54
64 59
1 63
13 62
16 61
60 5
1 59
58 9
57 20
41 7
37 5
13 56
41 26
55 0
17 54
48 8
53 40
0 44
0 52
25 5
16 3
51 38
0 50
49 5
48 5
47 20
46 26
41 20
2 45
2 44
37 38
4 43
16 7
37 42
41 3
2 40
1 38
4 15
39 15
17 38
37 8
0 8
36 26
35 0
30 5
34 33
28 33
2 32
17 31
16 15
30 15
1 29
2 8
28 5
0 15
2 27
21 26
4 3
25 9
24 8
21 22
0 23
16 22
21 0
4 12
2 20
2 5
16 19
1 15
1 18
17 8
16 8
13 15
14 5
13 7
1 12
11 3
10 0
4 0
1 9
1 8
1 7
4 6
1 5
4 1
1 3
2 0
0 1
1 0
