99 17
99 71
98 2
98 1
97 62
97 66
96 44
96 70
95 2
95 34
94 9
94 44
93 1
93 6
92 2
92 9
91 4
91 42
90 8
90 16
89 1
89 6
88 2
88 48
87 4
87 7
86 31
86 79
85 17
85 74
84 25
84 79
83 1
83 13
82 2
82 17
81 2
81 17
80 1
80 13
79 25
79 31
78 2
78 17
77 2
77 31
76 3
76 6
75 1
75 5
74 17
74 71
73 1
73 59
72 4
72 11
71 17
71 43
70 9
70 44
69 53
69 60
68 4
68 42
67 1
67 2
66 43
66 62
65 2
65 19
64 4
64 50
63 1
63 18
62 43
62 49
61 15
61 52
60 17
60 53
59 1
59 39
58 2
58 15
57 2
57 21
56 3
56 6
55 2
55 45
54 4
54 17
53 2
53 17
52 14
52 15
51 1
51 5
50 4
50 42
49 2
49 43
48 2
48 9
47 0
47 10
46 4
46 11
45 2
45 4
44 2
44 9
43 2
43 17
42 4
42 23
41 6
41 36
40 2
40 14
39 0
39 1
38 0
38 2
37 2
37 32
36 1
36 6
35 1
35 14
34 2
34 20
33 0
33 18
32 2
32 5
31 2
31 25
30 1
30 14
29 2
29 15
28 24
28 27
27 13
27 24
26 3
26 25
25 2
25 3
24 4
24 13
23 2
23 4
22 2
22 21
21 1
21 2
20 1
20 2
19 1
19 2
18 0
18 1
17 2
17 4
16 0
16 8
15 2
15 14
14 1
14 2
13 1
13 4
12 8
12 10
11 1
11 4
10 0
10 8
9 2
9 4
8 0
8 1
7 1
7 4
6 1
6 3
5 2
5 1
4 2
4 1
3 1
3 2
0 2
2 0
1 2
2 1
0 1
1 0
