99 1
99 58
98 1
98 82
97 2
97 2
96 7
96 27
95 1
95 17
94 11
94 42
93 37
93 11
92 23
92 6
91 19
91 52
90 5
90 0
89 7
89 78
88 71
88 5
87 21
87 14
86 5
86 31
85 56
85 27
84 7
84 7
83 49
83 35
82 70
82 0
81 15
81 5
80 2
80 70
79 33
79 71
78 11
78 39
77 50
77 76
76 11
76 51
75 23
75 6
74 7
74 63
73 61
73 2
72 28
72 2
71 5
71 0
70 69
70 47
69 1
69 1
68 47
68 14
67 35
67 10
66 17
66 1
65 11
65 37
64 16
64 8
63 57
63 0
62 1
62 1
61 7
61 7
60 13
60 54
59 40
59 28
58 21
58 41
57 20
57 48
56 28
56 15
55 23
55 35
54 40
54 12
53 47
53 1
52 48
52 10
51 2
51 22
50 37
50 10
49 1
49 18
48 7
48 17
47 0
47 5
46 37
46 11
45 9
45 2
44 5
44 10
43 2
43 39
42 33
42 19
41 13
41 5
40 10
40 5
39 7
39 24
38 10
38 5
37 12
37 13
36 1
36 2
35 3
35 23
34 29
34 17
33 1
33 1
32 10
32 8
31 7
31 7
30 2
30 2
29 0
29 7
28 17
28 7
27 6
27 22
26 1
26 1
25 22
25 4
24 2
24 7
23 19
23 0
22 21
22 2
21 8
21 13
20 2
20 6
19 13
19 7
18 7
18 7
17 7
17 7
16 14
16 2
15 2
15 10
14 5
14 10
13 1
13 1
12 1
12 1
11 7
11 5
10 7
10 2
9 5
9 2
8 4
8 2
7 2
7 2
6 1
6 2
5 2
5 2
4 1
4 1
3 1
3 2
0 2
2 0
1 2
2 1
0 1
1 0
