99 29
99 27
99 47
99 34
99 67
98 2
98 46
98 5
98 3
98 95
97 3
97 2
97 1
97 5
97 25
96 57
96 54
96 3
96 0
96 64
95 5
95 2
95 10
95 3
95 46
94 1
94 33
94 3
94 4
94 85
93 3
93 0
93 1
93 2
93 4
92 29
92 27
92 10
92 2
92 34
91 6
91 5
91 0
91 4
91 7
90 2
90 19
90 1
90 8
90 49
89 15
89 2
89 4
89 0
89 88
88 2
88 4
88 0
88 3
88 15
87 5
87 4
87 7
87 0
87 74
86 12
86 8
86 19
86 2
86 36
85 0
85 1
85 4
85 3
85 33
84 4
84 2
84 1
84 5
84 25
83 1
83 2
83 36
83 19
83 80
82 2
82 3
82 1
82 9
82 38
81 5
81 16
81 2
81 10
81 37
80 2
80 12
80 1
80 19
80 36
79 28
79 4
79 0
79 45
79 60
78 6
78 3
78 5
78 4
78 56
77 0
77 3
77 1
77 4
77 23
76 5
76 17
76 2
76 4
76 30
75 9
75 4
75 1
75 5
75 69
74 5
74 0
74 4
74 6
74 7
73 4
73 5
73 0
73 3
73 2
72 2
72 1
72 0
72 8
72 18
71 33
71 13
71 41
71 0
71 42
70 4
70 5
70 3
70 2
70 9
69 4
69 5
69 3
69 1
69 9
68 4
68 3
68 1
68 15
68 26
67 27
67 2
67 29
67 34
67 47
66 2
66 1
66 27
66 0
66 29
65 5
65 1
65 0
65 10
65 22
64 54
64 0
64 3
64 4
64 57
63 1
63 3
63 5
63 4
63 25
62 1
62 0
62 2
62 5
62 27
61 28
61 3
61 0
61 4
61 55
60 28
60 0
60 4
60 3
60 45
59 5
59 0
59 2
59 1
59 22
58 2
58 10
58 27
58 29
58 34
57 3
57 0
57 4
57 1
57 54
56 0
56 4
56 5
56 3
56 6
55 4
55 3
55 0
55 1
55 28
54 5
54 3
54 0
54 4
54 1
53 3
53 5
53 1
53 0
53 10
52 29
52 2
52 1
52 34
52 47
51 5
51 8
51 12
51 2
51 50
50 1
50 5
50 2
50 8
50 12
49 1
49 12
49 8
49 2
49 19
48 2
48 3
48 0
48 5
48 6
47 29
47 1
47 2
47 27
47 34
46 5
46 3
46 2
46 0
46 10
45 4
45 1
45 3
45 0
45 28
44 4
44 5
44 0
44 1
44 35
43 2
43 3
43 4
43 0
43 1
42 13
42 33
42 4
42 0
42 41
41 13
41 0
41 1
41 4
41 33
40 0
40 3
40 1
40 5
40 10
39 3
39 4
39 1
39 0
39 15
38 1
38 5
38 3
38 2
38 9
37 2
37 10
37 5
37 11
37 16
36 12
36 2
36 1
36 8
36 19
35 4
35 1
35 3
35 5
35 0
34 10
34 27
34 1
34 2
34 29
33 0
33 3
33 4
33 1
33 13
32 2
32 4
32 0
32 3
32 5
31 0
31 4
31 1
31 5
31 23
30 6
30 2
30 5
30 4
30 17
29 0
29 2
29 10
29 1
29 27
28 0
28 4
28 1
28 3
28 15
27 2
27 1
27 0
27 5
27 10
26 15
26 3
26 1
26 4
26 24
25 2
25 3
25 1
25 4
25 5
24 1
24 2
24 4
24 3
24 15
23 3
23 0
23 1
23 4
23 5
22 1
22 5
22 0
22 2
22 10
21 4
21 1
21 0
21 3
21 2
20 11
20 0
20 5
20 10
20 16
19 2
19 1
19 5
19 8
19 12
18 1
18 0
18 3
18 2
18 8
17 0
17 4
17 5
17 2
17 6
16 10
16 2
16 5
16 0
16 11
15 2
15 3
15 0
15 4
15 1
14 5
14 3
14 0
14 1
14 8
13 1
13 5
13 3
13 4
13 0
12 1
12 3
12 2
12 5
12 8
11 5
11 2
11 0
11 3
11 10
10 5
10 1
10 0
10 3
10 2
9 1
9 5
9 3
9 2
9 4
8 3
8 5
8 2
8 0
8 1
7 0
7 4
7 5
7 2
7 6
6 2
6 5
6 0
6 4
6 3
0 5
5 0
1 5
5 1
2 5
5 2
3 5
5 3
4 5
5 4
0 4
4 0
1 4
4 1
2 4
4 2
3 4
4 3
0 3
3 0
1 3
3 1
2 3
3 2
0 2
2 0
1 2
2 1
0 1
1 0
