16 105
1 104
103 96
102 41
13 101
90 91
0 67
79 86
100 72
99 3
80 41
98 58
97 3
7 96
95 6
94 3
93 31
92 66
11 78
0 91
90 20
10 89
10 59
36 86
0 88
0 87
27 86
85 5
84 3
47 65
36 83
51 82
81 20
80 65
79 41
0 78
16 77
76 5
75 66
36 74
45 73
57 72
71 3
1 12
1 70
23 69
68 3
17 59
61 67
57 66
13 5
14 65
64 33
45 59
63 3
1 62
61 38
60 3
16 59
57 3
40 58
13 15
57 12
56 3
48 24
0 55
13 54
53 31
10 37
36 52
51 3
36 21
10 50
49 2
48 0
47 5
46 5
45 5
0 44
13 43
36 5
0 42
23 41
40 12
39 1
1 38
1 37
36 25
35 5
34 1
13 33
18 25
32 15
19 25
1 31
0 30
10 29
28 2
27 1
26 12
1 25
13 24
23 0
0 22
0 21
14 20
13 0
19 5
18 2
1 5
17 3
16 5
1 15
14 5
1 3
13 3
11 12
11 3
10 2
1 9
8 1
7 2
1 6
0 5
0 4
0 3
1 2
0 2
0 1
1 0
