99 18
99 60
98 6
98 54
97 3
97 55
96 1
96 4
95 3
95 28
94 23
94 63
93 13
93 16
92 3
92 16
91 0
91 88
90 2
90 8
89 5
89 62
88 0
88 4
87 14
87 19
86 23
86 24
85 12
85 27
84 28
84 30
83 6
83 80
82 23
82 31
81 23
81 65
80 6
80 54
79 0
79 52
78 17
78 26
77 31
77 41
76 17
76 26
75 44
75 57
74 23
74 65
73 1
73 8
72 1
72 33
71 3
71 10
70 10
70 13
69 36
69 50
68 10
68 13
67 10
67 62
66 46
66 51
65 23
65 41
64 12
64 19
63 23
63 28
62 5
62 10
61 0
61 18
60 0
60 18
59 1
59 37
58 12
58 46
57 3
57 44
56 16
56 35
55 3
55 21
54 2
54 6
53 46
53 51
52 0
52 2
51 14
51 46
50 23
50 36
49 0
49 1
48 4
48 43
47 1
47 8
46 12
46 14
45 4
45 18
44 3
44 34
43 1
43 4
42 3
42 34
41 23
41 31
40 12
40 14
39 5
39 7
38 0
38 31
37 2
37 1
36 23
36 30
35 3
35 16
34 3
34 23
33 1
33 26
32 10
32 11
31 0
31 23
30 23
30 28
29 0
29 3
28 3
28 23
27 12
27 14
26 1
26 17
25 3
25 21
24 3
24 23
23 0
23 3
22 0
22 4
21 3
21 11
20 8
20 17
19 12
19 14
18 0
18 4
17 1
17 8
16 3
16 13
15 5
15 7
14 2
14 12
13 3
13 10
12 2
12 0
11 3
11 10
10 3
10 5
9 0
9 5
8 1
8 2
7 0
7 5
6 2
6 0
5 0
5 3
4 0
4 1
3 0
3 1
0 2
2 0
1 2
2 1
0 1
1 0
