99 0
99 7
99 1
99 2
99 9
98 9
98 10
98 2
98 5
98 87
97 0
97 17
97 1
97 2
97 82
96 1
96 5
96 4
96 0
96 3
95 4
95 3
95 2
95 5
95 14
94 9
94 0
94 15
94 2
94 49
93 5
93 0
93 3
93 1
93 34
92 1
92 18
92 2
92 5
92 75
91 0
91 5
91 32
91 6
91 56
90 4
90 0
90 5
90 2
90 7
89 20
89 0
89 35
89 3
89 55
88 1
88 2
88 4
88 3
88 0
87 9
87 1
87 5
87 2
87 10
86 0
86 2
86 8
86 4
86 29
85 1
85 2
85 18
85 13
85 75
84 5
84 44
84 7
84 4
84 69
83 32
83 5
83 1
83 0
83 56
82 2
82 1
82 3
82 0
82 17
81 1
81 3
81 4
81 2
81 0
80 4
80 1
80 7
80 2
80 44
79 19
79 65
79 3
79 2
79 73
78 5
78 4
78 3
78 2
78 14
77 1
77 4
77 2
77 3
77 27
76 7
76 44
76 2
76 4
76 67
75 5
75 1
75 2
75 13
75 18
74 8
74 1
74 0
74 3
74 64
73 19
73 1
73 3
73 2
73 65
72 6
72 5
72 1
72 16
72 32
71 2
71 1
71 4
71 5
71 6
70 0
70 2
70 49
70 15
70 57
69 44
69 5
69 7
69 4
69 54
68 2
68 4
68 3
68 5
68 41
67 2
67 1
67 7
67 4
67 44
66 7
66 0
66 15
66 2
66 22
65 1
65 4
65 2
65 3
65 19
64 3
64 2
64 0
64 1
64 8
63 5
63 3
63 4
63 1
63 30
62 8
62 2
62 0
62 1
62 24
61 2
61 0
61 4
61 1
61 60
60 3
60 2
60 0
60 4
60 1
59 0
59 2
59 36
59 4
59 37
58 2
58 0
58 4
58 5
58 3
57 0
57 2
57 15
57 23
57 49
56 5
56 6
56 1
56 0
56 32
55 17
55 3
55 0
55 20
55 35
54 4
54 1
54 7
54 5
54 44
53 2
53 23
53 9
53 15
53 49
52 7
52 2
52 0
52 1
52 9
51 6
51 0
51 2
51 5
51 16
50 5
50 2
50 0
50 3
50 14
49 0
49 9
49 2
49 15
49 23
48 2
48 4
48 0
48 3
48 26
47 3
47 5
47 4
47 21
47 40
46 13
46 18
46 0
46 1
46 42
45 5
45 0
45 1
45 7
45 33
44 2
44 1
44 4
44 5
44 7
43 2
43 5
43 0
43 4
43 6
42 5
42 13
42 0
42 1
42 18
41 4
41 2
41 0
41 5
41 3
40 5
40 4
40 1
40 3
40 21
39 2
39 4
39 5
39 1
39 21
38 5
38 2
38 15
38 0
38 28
37 4
37 0
37 2
37 8
37 36
36 4
36 8
36 2
36 0
36 29
35 0
35 17
35 4
35 3
35 20
34 0
34 2
34 5
34 3
34 1
33 0
33 5
33 1
33 2
33 7
32 6
32 1
32 5
32 0
32 16
31 2
31 0
31 4
31 24
31 29
30 1
30 5
30 3
30 4
30 2
29 8
29 0
29 2
29 4
29 24
28 2
28 5
28 0
28 7
28 15
27 1
27 2
27 4
27 0
27 3
26 4
26 2
26 0
26 3
26 14
25 0
25 2
25 5
25 3
25 11
24 4
24 1
24 2
24 0
24 8
23 0
23 15
23 9
23 2
23 22
22 2
22 0
22 9
22 7
22 15
21 2
21 3
21 4
21 5
21 1
20 0
20 2
20 3
20 4
20 17
19 1
19 2
19 4
19 3
19 0
18 1
18 0
18 2
18 5
18 13
17 0
17 3
17 4
17 1
17 2
16 0
16 5
16 1
16 2
16 6
15 0
15 7
15 2
15 5
15 9
14 0
14 2
14 5
14 4
14 3
13 5
13 4
13 1
13 0
13 2
12 0
12 2
12 1
12 4
12 5
11 0
11 4
11 2
11 3
11 5
10 2
10 0
10 5
10 1
10 9
9 1
9 2
9 5
9 0
9 7
8 1
8 4
8 3
8 2
8 0
7 2
7 5
7 0
7 1
7 4
6 5
6 1
6 2
6 4
6 0
0 5
5 0
1 5
5 1
2 5
5 2
3 5
5 3
4 5
5 4
0 4
4 0
1 4
4 1
2 4
4 2
3 4
4 3
0 3
3 0
1 3
3 1
2 3
3 2
0 2
2 0
1 2
2 1
0 1
1 0
